#,dealership_id,name,state,zipcode,type,rsm_id,rsm_first_name
8903,10814,ACTION MOWER,FL,33982,oem_franchise_partnered,5848,Chris
8904,10815,BURKHARDS TRACTOR & EQUIPMENT INC,FL,33328,oem_franchise_partnered,5848,Chris
8905,10816,JLM SMALL ENGINE REPAIR,FL,33442,oem_franchise_partnered,5848,Chris
8906,10817,SEAVEYS GARDEN & EQUIPMENT CENTER,FL,33317,oem_franchise_partnered,5848,Chris
8907,10818,WORLD OF SMALL ENGINES,FL,33063,oem_franchise_partnered,5848,Chris
8908,10819,YOUNG'S POWER CENTER,FL,33334,oem_franchise_partnered,5848,Chris
8909,10820,KINGLINE EQUIPMENT INC - Cantonment,FL,32533,oem_franchise_partnered,5848,Chris
8910,10821,DG ACE HARDWARE,FL,34231,oem_franchise_partnered,5848,Chris
8911,10822,EQUIPMENT DEPOT INC,FL,33186,oem_franchise_partnered,5848,Chris
8912,10823,TAV MOWER LLC,FL,33070,oem_franchise_partnered,5848,Chris
8913,10824,BOB'S LAWNMOWER SALES & SERVICE INC,FL,33162,oem_franchise_partnered,5848,Chris
8914,10825,CASKEY'S MOWER SHOP,FL,32778,oem_franchise_partnered,5848,Chris
8915,10826,EASY WHEELS,FL,34442,oem_franchise_partnered,5848,Chris
8916,10827,WILSON'S TRACTOR AND SUPPLY CO,FL,33525,oem_franchise_partnered,5848,Chris
8917,10828,UMATILLA SAW & MOWER LLC,FL,32784,oem_franchise_partnered,5848,Chris
8918,10829,PRIDGEONS POWER EQUIPMENT,FL,32066,oem_franchise_partnered,5848,Chris
8919,10830,MATT'S MAGNOLIA LAWN EQUIPMENT INC,FL,32168,oem_franchise_partnered,5848,Chris
8920,10831,GREEN'S MARINE & SPORTING GOODS,FL,32055,oem_franchise_partnered,5848,Chris
8921,10832,LAWNMOWER HEADQUARTERS,FL,33409,oem_franchise_partnered,5848,Chris
8922,10833,"POWER EQUIPMENT EXPERTS, INC.",FL,33404,oem_franchise_partnered,5848,Chris
8923,10834,GRASS MOWERS,FL,33778,oem_franchise_partnered,5848,Chris
8924,10835,T & K LANDSCAPE EQUIPMENT INC,FL,34653,oem_franchise_partnered,5848,Chris
8925,10836,"CRUMP'S LAWN EQUIPMENT CENTER, INC",FL,34994,oem_franchise_partnered,5848,Chris
8926,10837,COUNTRY VILLAGE POWER EQUIPMENT LLC,FL,33597,oem_franchise_partnered,5848,Chris
8927,10838,CLOUD'S AUTO PARTS INC,FL,32425,oem_franchise_partnered,5848,Chris
8928,10839,HENDRIX LAWN & CYCLE,FL,32577,oem_franchise_partnered,5848,Chris
8929,10840,GENERAL RENTAL CENTER,FL,32570,oem_franchise_partnered,5848,Chris
8930,10841,CORNER NOTCH ENTERPRISES LLC,FL,32327,oem_franchise_partnered,5848,Chris
8931,10842,A & M LAWN MOWER & SMALL ENGINE,FL,32526,oem_franchise_partnered,5848,Chris
8932,10843,SCOOTERS LAWN & GARDEN INC,FL,32433,oem_franchise_partnered,5848,Chris
8933,10844,UPHOLDS FEED,FL,32340,oem_franchise_partnered,5848,Chris
8934,10845,RINALDI'S SMALL ENGINE REPAIR LLC,FL,34266,oem_franchise_partnered,5848,Chris
8935,10846,AMERICAN SHARPENING CO.,FL,32065,oem_franchise_partnered,5848,Chris
8936,10847,ST AUGUSTINE POWER HOUSE,FL,32080,oem_franchise_partnered,5848,Chris
8937,10848,SUPERIOR SAW & SMALL ENGINE,FL,32211,oem_franchise_partnered,5848,Chris
8938,10849,Hilliard Truck & Auto,FL,32046,oem_franchise_partnered,5848,Chris
8939,10850,SMALL ENGINE REPAIRS,FL,34211,oem_franchise_partnered,5848,Chris
8940,10851,MANATEE LAWNMOWER SALES & REPAIR,FL,34205,oem_franchise_partnered,5848,Chris
8941,10852,Evans Outdoors,GA,31015,oem_franchise_partnered,5848,Chris
8942,10853,HOME SERVICE CENTER,GA,31779,oem_franchise_partnered,5848,Chris
8943,10854,HOYT'S CYCLE STORE INC,GA,31792,oem_franchise_partnered,5848,Chris
8944,10855,LEE POWER EQUIPMENT INC,GA,31763,oem_franchise_partnered,5848,Chris
8945,10856,POTTER SNAPPER SALES,GA,31705,oem_franchise_partnered,5848,Chris
8946,10857,"EARLY AUTO PARTS, INC",GA,39823,oem_franchise_partnered,5848,Chris
8947,10858,PITTS LAWN & ENGINE,GA,31714,oem_franchise_partnered,5848,Chris
8948,10859,CAMPBELL'S EQUIPMENT HARDWARE,GA,30297,oem_franchise_partnered,5848,Chris
8949,10860,AGEE LAWN AND GARDEN,GA,31061,oem_franchise_partnered,5848,Chris
8950,10861,CULLEN SUPPLY & ENGINE,GA,31021,oem_franchise_partnered,5848,Chris
8951,10862,SPECIALTY SERVICES UNLIMITED,GA,31093,oem_franchise_partnered,5848,Chris
8952,10863,GWINNETT MOWER REPAIR,GA,30078,oem_franchise_partnered,5848,Chris
8953,10864,ACE HARDWARE & HOME CENTER,GA,31087,oem_franchise_partnered,5848,Chris
8954,10865,HAMILTON EQUIPMENT INC-COLUMBUS,GA,31904,oem_franchise_partnered,5848,Chris
8955,10866,JASPER COUNTY SMALL ENGINE INC,GA,31064,oem_franchise_partnered,5848,Chris
8956,10867,JOHNNY'S SMALL ENGINE RPR,GA,30643,oem_franchise_partnered,5848,Chris
8957,10868,SHORTER AVE. SAW & MOWER,GA,30165,oem_franchise_partnered,5848,Chris
8958,10869,SISSON'S SALES & SERVICE,GA,30642,oem_franchise_partnered,5848,Chris
8959,10870,TOWNSEND EXXON SERVICE STATION,GA,30139,oem_franchise_partnered,5848,Chris
8960,10871,ACE HARDWARE OF ELLIJAY INC.,GA,30540,oem_franchise_partnered,5848,Chris
8961,10872,AMRINE EQUIPMENT & RENTAL LLC,GA,30525,oem_franchise_partnered,5848,Chris
8962,10873,B&R SMALL ENGINE,GA,30563,oem_franchise_partnered,5848,Chris
8963,10874,B&W SAWS & EQUIPMENT,GA,30833,oem_franchise_partnered,5848,Chris
8964,10875,HARRY'S SAW SHOP INC,GA,30907,oem_franchise_partnered,5848,Chris
8965,10876,JOE HILL'S LAWNMOWER SHOP INC,GA,30124,oem_franchise_partnered,5848,Chris
8966,10877,JORDAN BICYCLE AND LAWNMOWER,GA,31907,oem_franchise_partnered,5848,Chris
8967,10878,M & M SMALL ENGINE,GA,30538,oem_franchise_partnered,5848,Chris
8968,10879,NIX HARDWARE & FURNITURE,GA,30528,oem_franchise_partnered,5848,Chris
8969,10880,S&W PARTS CO INC,GA,30701,oem_franchise_partnered,5848,Chris
8970,10881,SWINEHART INC,GA,30511,oem_franchise_partnered,5848,Chris
8971,10882,TERRY'S LOCKSMITH & SHOE REPAIR,GA,30906,oem_franchise_partnered,5848,Chris
8972,10883,WILSON AUTO & BUILDING,GA,31827,oem_franchise_partnered,5848,Chris
8973,10884,Howard Brothers OPE - Duluth,GA,30096,oem_franchise_partnered,5848,Chris
8974,10885,JACK PEEKS SALES & SERVICE,GA,30268,oem_franchise_partnered,5848,Chris
8975,10886,PEACHTREE MOWER,GA,30097,oem_franchise_partnered,5848,Chris
8976,10887,STEPHENS REPAIR SHOP,GA,30052,oem_franchise_partnered,5848,Chris
8977,10888,ADVANCED POWER EQUIPMENT INC,GA,30295,oem_franchise_partnered,5848,Chris
8978,10889,BIRD CHAIN SAW,GA,30501,oem_franchise_partnered,5848,Chris
8979,10890,DOUGLASVILLE ACE HARDWARE 13580,GA,30134,oem_franchise_partnered,5848,Chris
8980,10891,EAST COBB LAWN MOWER SER,GA,30062,oem_franchise_partnered,5848,Chris
8981,10892,MORGAN WOODSTOCK HARDWARE,GA,30188,oem_franchise_partnered,5848,Chris
8982,10893,S & S ACE HARDWARE-BUFORD,GA,30518,oem_franchise_partnered,5848,Chris
8983,10894,SNAPPER PRO LAWN,GA,30094,oem_franchise_partnered,5848,Chris
8984,10895,SOSEBEE AUTO SUPPLY,GA,30045,oem_franchise_partnered,5848,Chris
8985,10896,TOTAL POWER PRODUCTS,GA,30047,oem_franchise_partnered,5848,Chris
8986,10897,TYRONE OUTDOOR POWER EQUIPMENT INC,GA,30290,oem_franchise_partnered,5848,Chris
8987,10898,VANSANT'S LM SALES & SVC,GA,30135,oem_franchise_partnered,5848,Chris
8988,10899,ANDY'S LAWN MACHINERY,GA,31405,oem_franchise_partnered,5848,Chris
8989,10900,FIVE POINTS LAWN CENTER,GA,31516,oem_franchise_partnered,5848,Chris
8990,10901,LUMBER CITY HARDWARE,GA,31549,oem_franchise_partnered,5848,Chris
8991,10902,ALSTON SAW SHOP INC,GA,30412,oem_franchise_partnered,5848,Chris
8992,10903,ATKINS MOTOR SALES & SERVICE,GA,31320,oem_franchise_partnered,5848,Chris
8993,10904,BARROW AUTOMOTIVE,GA,31006,oem_franchise_partnered,5848,Chris
8994,10905,CRAWFORD MOWER & SAW INC,GA,31558,oem_franchise_partnered,5848,Chris
8995,10906,JACKSON SMALL ENGINE SERVICE INC,GA,31308,oem_franchise_partnered,5848,Chris
8996,10907,BUTLER REPAIR SHOP,GA,39828,oem_franchise_partnered,5848,Chris
8997,10908,WORTHY AUTO PARTS LLC,GA,39846,oem_franchise_partnered,5848,Chris
8998,10909,TUFFY MOWER,GA,31620,oem_franchise_partnered,5848,Chris
8999,10910,MACON FORD TRACTOR,GA,31008,oem_franchise_partnered,5848,Chris
9000,10911,"RED TOP MOWER, LLC",GA,30121,oem_franchise_partnered,5848,Chris
9001,10912,ABSOLUTE MOWER INC,GA,30263,oem_franchise_partnered,5848,Chris
9002,10913,LANIER OUTDOOR EQUIPMENT,GA,30518,oem_franchise_partnered,5848,Chris
9003,10914,"EQUIPTECH AUTOMOTIVE AND BUSINESS SYSTEMS, LLC",GA,30004,oem_franchise_partnered,5848,Chris
9004,10915,CUB CADET OF NORTHWEST GEORGIA,GA,30721,oem_franchise_partnered,5848,Chris
9005,10916,NEWBERRY MOTOR & EQUIPMENT,GA,30720,oem_franchise_partnered,5848,Chris
9006,10917,ACE HARDWARE ATHENS,GA,30025,oem_franchise_partnered,5848,Chris
9007,10918,WHEELER ACE HARDWARE,GA,30828,oem_franchise_partnered,5848,Chris
9008,10919,CALHOUN TOOL & EQUIPMENT RENTAL,GA,30701,oem_franchise_partnered,5848,Chris
9009,10920,PRESLEY'S FARM & GARDEN,GA,30558,oem_franchise_partnered,5848,Chris
9010,10921,TUNNEL HILL HARDWARE,GA,30755,oem_franchise_partnered,5848,Chris
9011,10922,NELSON'S ACE,GA,30512,oem_franchise_partnered,5848,Chris
9012,10923,"WATKINSVILLE POWER SHOP, INC.",GA,30677,oem_franchise_partnered,5848,Chris
9013,10924,SHOOKS POWER EQUIPMENT,GA,30531,oem_franchise_partnered,5848,Chris
9014,10925,RIVER CITY EQUIPMENT,GA,30741,oem_franchise_partnered,5848,Chris
9015,10926,DAVIS SMALL ENGINE Dahlonega,GA,30533,oem_franchise_partnered,5848,Chris
9016,10927,dupe418,GA,30223,oem_franchise_partnered,5848,Chris
9017,10928,JENKINS CYCLE & MOWER,GA,30620,oem_franchise_partnered,5848,Chris
9018,10929,"TURF MACHINE, LLC",GA,30093,oem_franchise_partnered,5848,Chris
9019,10930,D & K SOUTHERN POWER EQUIPMENT,GA,30066,oem_franchise_partnered,5848,Chris
9020,10931,PARKER SALES & SERVICE,GA,30132,oem_franchise_partnered,5848,Chris
9021,10932,FRANKIE'S REPAIR SHOP INC,GA,30052,oem_franchise_partnered,5848,Chris
9022,10933,KEYSTONE SALES,GA,30097,oem_franchise_partnered,5848,Chris
9023,10934,CLOUD SUPPLY,GA,30114,oem_franchise_partnered,5848,Chris
9024,10935,Master Mower Sales & Service,GA,30060,oem_franchise_partnered,5848,Chris
9025,10936,ACE HOME CENTER,GA,30103,oem_franchise_partnered,5848,Chris
9026,10937,CROWE'S LAWNMOWER & CHAINSAW REPAIR,GA,30044,oem_franchise_partnered,5848,Chris
9027,10938,HOGARTH'S LAWN MOWER SERVICE CTR,GA,31520,oem_franchise_partnered,5848,Chris
9028,10939,KNIGHT'S CHAINSAW SALES & SERVICE,GA,31513,oem_franchise_partnered,5848,Chris
9029,10940,FUN BUGGIES LLC,GA,31513,oem_franchise_partnered,5848,Chris
9030,10941,CLAXTON EQUIPMENT SALES LLC,GA,30417,oem_franchise_partnered,5848,Chris
9031,10942,ARROW RENTALS INC,GA,30458,oem_franchise_partnered,5848,Chris
9032,10943,SMALL ENGINE CLINIC INC-AIEA,HI,96701,independent,1750,Logan
9033,10944,WAIPAHU LAWN EQUIPMENT,HI,96797,independent,1750,Logan
9034,10945,LANDSCAPE EQUIPMENT AND SUPPLY LLC,HI,96819,independent,1750,Logan
9035,10946,THE FARM SHOP-Waimea,HI,96743,independent,1750,Logan
9036,10947,FECHTS SINCLAIR,IA,50602,oem_franchise_partnered,8331,Brandon
9037,10948,MERRILL'S LAWN & GARDEN INC,IA,52580,oem_franchise_partnered,8331,Brandon
9038,10949,MIDWAY OUTDOOR EQUIPMENT,IA,52233,oem_franchise_partnered,8331,Brandon
9039,10950,GAMBLES OF KALONA,IA,52247,oem_franchise_partnered,8331,Brandon
9040,10951,GEORGE'S LAWNMOWER INC,IA,52655,oem_franchise_partnered,8331,Brandon
9041,10952,SOLON HARDWARE,IA,52333,oem_franchise_partnered,8331,Brandon
9042,10953,STOKES WELDING SHOP,IA,50647,oem_franchise_partnered,8331,Brandon
9043,10954,WASHINGTON RENTAL INC,IA,52353,oem_franchise_partnered,8331,Brandon
9044,10955,BRUCE ENGINE,IA,50325,oem_franchise_partnered,8331,Brandon
9045,10956,J&J SPORTS,IA,50533,oem_franchise_partnered,8331,Brandon
9046,10957,CASADY BROS IMPLEMENT INC,IA,50595,oem_franchise_partnered,8331,Brandon
9047,10958,GREUBEL'S SALES & SERVICE,IA,50225,oem_franchise_partnered,8331,Brandon
9048,10959,WILLIAMS OIL COMPANY,IA,50250,oem_franchise_partnered,8331,Brandon
9049,10960,FASSBINDER SMALL ENGINES,IA,52052,oem_franchise_partnered,8331,Brandon
9050,10961,HOME HARDWARE-DAVENPORT,IA,52806,oem_franchise_partnered,8331,Brandon
9051,10962,SMITHS SALES & SERVICE-MUSCATINE,IA,52761,oem_franchise_partnered,8331,Brandon
9052,10963,USGAARD AND SMITH,IA,52101,oem_franchise_partnered,8331,Brandon
9053,10964,HELLE FARM EQUIPMENT INC,IA,52040,oem_franchise_partnered,8331,Brandon
9054,10965,ROEDER OUTDOOR POWER,IA,52003,oem_franchise_partnered,8331,Brandon
9055,10966,AG LAND IMPLEMENT INC,IA,50659,oem_franchise_partnered,8331,Brandon
9056,10967,CAL'S AUTO REPAIR,IA,50616,oem_franchise_partnered,8331,Brandon
9057,10968,DENNIS KOTENBRINK,IA,50441,oem_franchise_partnered,8331,Brandon
9058,10969,GOOS IMPLEMENT LTD,IA,50635,oem_franchise_partnered,8331,Brandon
9059,10970,KRAMER HARDWARE INC,IA,50428,oem_franchise_partnered,8331,Brandon
9060,10971,CHARITON TRUE VALUE,IA,50049,oem_franchise_partnered,8331,Brandon
9061,10972,D&V SALES & SERVICE,IA,50158,oem_franchise_partnered,8331,Brandon
9062,10973,KEN'S REPAIR,IA,50601,oem_franchise_partnered,8331,Brandon
9063,10974,KEOTA LAWN & POWER EQUIPMENT,IA,52248,oem_franchise_partnered,8331,Brandon
9064,10975,KNOXVILLE FARM & HOME INC,IA,50138,oem_franchise_partnered,8331,Brandon
9065,10976,MC KIM TRACTOR SERVICE LLC,IA,52577,oem_franchise_partnered,8331,Brandon
9066,10977,NAPA-CRESTON,IA,50801,oem_franchise_partnered,8331,Brandon
9067,10978,OLSEN IMPLEMENT COMPANY,IA,50461,oem_franchise_partnered,8331,Brandon
9068,10979,RON'S LAWN & GARDEN REPAIR,IA,50158,oem_franchise_partnered,8331,Brandon
9069,10980,dupe474,IA,52501,oem_franchise_partnered,8331,Brandon
9070,10981,STROBELS INC,IA,52591,oem_franchise_partnered,8331,Brandon
9071,10982,GREG'S REPAIR,IA,51301,oem_franchise_partnered,8331,Brandon
9072,10983,MCCARTY MOTORS,IA,51246,oem_franchise_partnered,8331,Brandon
9073,10984,QUICK SERV LAWN MOWER,IA,51503,oem_franchise_partnered,8331,Brandon
9074,10985,SPEEDS AUTO SUPPLY INC,IA,51466,oem_franchise_partnered,8331,Brandon
9075,10986,PVE,IA,50662,oem_franchise_partnered,8331,Brandon
9076,10987,BRAD'S IMPLEMENT & AUTO PARTS,IA,52654,oem_franchise_partnered,8331,Brandon
9077,10988,RICK'S SALES & SERVICE Winfield,IA,52659,oem_franchise_partnered,8331,Brandon
9078,10989,MILLER TRUE VALUE HARDWARE,IA,50677,oem_franchise_partnered,8331,Brandon
9079,10990,DOWNES SALES AND SERVICE,IA,52322,oem_franchise_partnered,8331,Brandon
9080,10991,BARBER FIXIT EQUIPMENT AND RENTAL LLC,IA,52349,oem_franchise_partnered,8331,Brandon
9081,10992,THYS CHEVROLET- BLAIRSTOWN,IA,52209,oem_franchise_partnered,8331,Brandon
9082,10993,JANS SMALL ENGINE & REPAIR,IA,52317,oem_franchise_partnered,8331,Brandon
9083,10994,CITY TRACTOR CO INC,IA,52317,oem_franchise_partnered,8331,Brandon
9084,10995,PIKE RUN SERVICES LLC,IA,52766,oem_franchise_partnered,8331,Brandon
9085,10996,"B & B FARM STORE, INC",IA,50648,oem_franchise_partnered,8331,Brandon
9086,10997,ARNOLD MOTOR SUPPLY,IA,50548,oem_franchise_partnered,8331,Brandon
9087,10998,R & W POWER,IA,50036,oem_franchise_partnered,8331,Brandon
9088,10999,ALL OUTDOOR POWER EQUIPMENT LLC,IA,50220,oem_franchise_partnered,8331,Brandon
9089,11000,NAYLOR SERVICE & SALES,IA,50220,oem_franchise_partnered,8331,Brandon
9090,11001,MID COUNTRY MACHINERY INC,IA,50501,oem_franchise_partnered,8331,Brandon
9091,11002,JOHNSON REPAIR SERVICE,IA,50248,oem_franchise_partnered,8331,Brandon
9092,11003,AVERY'S IMPLEMENT INC,IA,50271,oem_franchise_partnered,8331,Brandon
9093,11004,CMP COMPANY (CEDER FARMS),IA,50545,oem_franchise_partnered,8331,Brandon
9094,11005,POLK CITY SMALL ENGINE,MN,55011,oem_franchise_partnered,8331,Brandon
9095,11006,MOSS BROTHERS INC,IA,50063,oem_franchise_partnered,8331,Brandon
9096,11007,ROYAL PRODUCTS INC,IA,52043,oem_franchise_partnered,8331,Brandon
9097,11008,BAUMLER IMPLEMENTS INC,IA,52175,oem_franchise_partnered,8331,Brandon
9098,11009,FRANZEN SALES & SERVICE LTD,IA,52144,oem_franchise_partnered,8331,Brandon
9099,11010,NORWOOD SALES & CONSIGNMENT,IA,52033,oem_franchise_partnered,8331,Brandon
9100,11011,CRESCO SMALL ENGINE REPAIR &,IA,52136,oem_franchise_partnered,8331,Brandon
9101,11012,G & H MOWERS LLC,IA,52751,oem_franchise_partnered,8331,Brandon
9102,11013,SCHMITT IMPLEMENT CORP,IA,52053,oem_franchise_partnered,8331,Brandon
9103,11014,"ROEDER BROS., INC.",IA,52031,oem_franchise_partnered,8331,Brandon
9104,11015,DON'S HARDWARE,IA,52057,oem_franchise_partnered,8331,Brandon
9105,11016,DEL-CLAY FARM EQUIPMENT,IA,52042,oem_franchise_partnered,8331,Brandon
9106,11017,DON'S REPAIR,IA,50616,oem_franchise_partnered,8331,Brandon
9107,11018,GRINNELL OUTDOOR POWER & SERVICE,IA,50112,oem_franchise_partnered,8331,Brandon
9108,11019,TAMA CHAINSAW & LAWNMOWER LLC,IA,52339,oem_franchise_partnered,8331,Brandon
9109,11020,CAVETT'S LAWN & GARDEN EQUIP INC,IA,50450,oem_franchise_partnered,8331,Brandon
9110,11021,MILLER'S POWER EQUIPMENT,IA,52570,oem_franchise_partnered,8331,Brandon
9111,11022,CURT'S YARD 'N' GARD'N LLC,IA,52537,oem_franchise_partnered,8331,Brandon
9112,11023,LIBERSKY AUTO REPAIR,IA,50472,oem_franchise_partnered,8331,Brandon
9113,11024,CENTRAL IOWA FARM STORE INC,IA,50158,oem_franchise_partnered,8331,Brandon
9114,11025,DUMONT IMPLEMENT,IA,50625,oem_franchise_partnered,8331,Brandon
9115,11026,COLTRAIN IMPLEMENT,IA,52531,oem_franchise_partnered,8331,Brandon
9116,11027,REINDERS FARM EQT INC,IA,51334,oem_franchise_partnered,8331,Brandon
9117,11028,BERNIES LAWN & GARDEN CENTER,IA,51103,oem_franchise_partnered,8331,Brandon
9118,11029,HOLTZ SERVICE & SMALL ENGINE LLC,IA,51521,oem_franchise_partnered,8331,Brandon
9119,11030,SLEEP'S LLC,IA,50833,oem_franchise_partnered,8331,Brandon
9120,11031,VAN'S IMPLEMENT LTD.,IA,51239,oem_franchise_partnered,8331,Brandon
9121,11032,D & K IMPLEMENT LLC,IA,50575,oem_franchise_partnered,8331,Brandon
9122,11033,KATS IMPLEMENT,IA,51247,oem_franchise_partnered,8331,Brandon
9123,11034,JET'S OUTDOOR POWER & SERVICE,IA,51401,oem_franchise_partnered,8331,Brandon
9124,11035,ROBINSON IMPLEMENT INC,IA,51446,oem_franchise_partnered,8331,Brandon
9125,11036,"BRAND NEW ENGINES, INC.",IA,52772,oem_franchise_partnered,8331,Brandon
9126,11037,J&J ENTERPRISES,ID,83301,oem_franchise_partnered,11499,Matt
9127,11038,MAGIC VALLEY MOWERS,ID,83328,oem_franchise_partnered,11499,Matt
9128,11039,MOWERS N MORE LLC,ID,83221,oem_franchise_partnered,11499,Matt
9129,11040,TROXEL'S SALES & SERVICE,ID,83660,oem_franchise_partnered,11499,Matt
9130,11041,WESTERN AUTO/JONES & JONES,ID,83316,oem_franchise_partnered,11499,Matt
9131,11042,A-1 MOWERS,ID,83201,oem_franchise_partnered,11499,Matt
9132,11043,DAKOTA DIESEL ELECTRIC,ID,83350,oem_franchise_partnered,11499,Matt
9133,11044,"HEADY'S POWER PRODUCTS, INC.",ID,83638,oem_franchise_partnered,11499,Matt
9134,11045,SAWTOOTH WOOD PRODUCTS INC,ID,83313,oem_franchise_partnered,11499,Matt
9135,11046,DEARY SAW & GENERAL STORE LLC,ID,83823,oem_franchise_partnered,11499,Matt
9136,11047,IDAHO RIGGING,ID,83861,oem_franchise_partnered,11499,Matt
9137,11048,MAG SMALL ENGINE,ID,83714,oem_franchise_partnered,11499,Matt
9138,11049,MR MOWER III LLC,ID,83202,oem_franchise_partnered,11499,Matt
9139,11050,MLB OUTDOOR PRODUCTS,IL,61920,oem_franchise_partnered,4764,Kevin
9140,11051,POOL'S TRUE VALUE,IL,61944,oem_franchise_partnered,4764,Kevin
9141,11052,SPECIALTY SMALL ENGINE SERVICE,IL,61820,oem_franchise_partnered,4764,Kevin
9142,11053,YARD STOR INC,IL,61870,oem_franchise_partnered,4764,Kevin
9143,11054,KUNZ MOWER SERVICE,IL,62704,oem_franchise_partnered,4764,Kevin
9144,11055,MELTON'S AUTO SERVICE,IL,62330,oem_franchise_partnered,4764,Kevin
9145,11056,EUREKA AUTOMOTIVE,IL,61530,oem_franchise_partnered,4764,Kevin
9146,11057,FLIGINGER'S OUTDOOR POWER CENTR INC,IL,61550,oem_franchise_partnered,4764,Kevin
9147,11058,KASER POWER EQUIPMENT INC,IL,61448,oem_franchise_partnered,4764,Kevin
9148,11059,MATHIS-KELLEY CONSTRUCTION SUPLY CO,IL,61550,oem_franchise_partnered,4764,Kevin
9149,11060,WASHBURN LAWN & GARDEN,IL,61570,oem_franchise_partnered,4764,Kevin
9150,11061,BARTONVILLE HARDWARE,IL,61607,oem_franchise_partnered,4764,Kevin
9151,11062,COSTIN MACHINE & PARTS,IL,61443,oem_franchise_partnered,4764,Kevin
9152,11063,EVERGREEN FS INC,IL,61702,oem_franchise_partnered,4764,Kevin
9153,11064,BENTON LAWN & GARDEN INC,IL,62812,oem_franchise_partnered,4764,Kevin
9154,11065,BOB'S LAWN & GARDEN,IL,62035,oem_franchise_partnered,4764,Kevin
9155,11066,LELANDS MOWER & TILLER REPAIR,IL,62821,oem_franchise_partnered,4764,Kevin
9156,11067,OLNEY RURAL KING SUPPLY INC,IL,62450,oem_franchise_partnered,4764,Kevin
9157,11068,TODD HORTON SMALL ENGINE,IL,62946,oem_franchise_partnered,4764,Kevin
9158,11069,WEISSENBORN BOATS & LAWN EQUIPMENT,IL,62220,oem_franchise_partnered,4764,Kevin
9159,11070,FRANKO SMALL ENGINE,IL,62040,oem_franchise_partnered,4764,Kevin
9160,11071,HECKERT LAWN CENTER,IL,62458,oem_franchise_partnered,4764,Kevin
9161,11072,MARK WILLIAMS OUTDOOR,IL,62966,oem_franchise_partnered,4764,Kevin
9162,11073,RAMSOUR FARM SUPPLY,IL,62801,oem_franchise_partnered,4764,Kevin
9163,11074,ADMIRAL LAWNMOWER,IL,60172,oem_franchise_partnered,4764,Kevin
9164,11075,HIGHWAY SALES INC,IL,60101,oem_franchise_partnered,4764,Kevin
9165,11076,WASCO LAWN & POWER INC,IL,60175,oem_franchise_partnered,4764,Kevin
9166,11077,J-TEL LAWN & SNOW,IL,60482,oem_franchise_partnered,4764,Kevin
9167,11078,TONY'S LAWNMOWER & TOOL SERVICE INC,IL,60707,oem_franchise_partnered,4764,Kevin
9168,11079,ULINE LAWN EQUIPMENT,IL,60411,oem_franchise_partnered,4764,Kevin
9169,11080,GILMAN AUTO PARTS KRAFT INC,IL,60938,oem_franchise_partnered,4764,Kevin
9170,11081,MIKE'S REPAIR SERVICE - Rock Falls,IL,61071,oem_franchise_partnered,4764,Kevin
9171,11082,LINCOLN RENT ALL,IL,61101,oem_franchise_partnered,4764,Kevin
9172,11083,NICHOLSON LAWN & GARDEN,IL,61104,oem_franchise_partnered,4764,Kevin
9173,11084,SHANNON MARINE SERVICES,IL,61078,oem_franchise_partnered,4764,Kevin
9174,11085,NEVARR INC,IL,60007,oem_franchise_partnered,4764,Kevin
9175,11086,RUSSO POWER EQUIPMENT,IL,60176,oem_franchise_partnered,4764,Kevin
9176,11087,CHRISMAN FARM CENTER INC,IL,61924,oem_franchise_partnered,4764,Kevin
9177,11088,OLYMPIC HARDWARE,IL,60942,oem_franchise_partnered,4764,Kevin
9178,11089,KOEHLER IMPLEMENT CO INC,IL,62321,oem_franchise_partnered,4764,Kevin
9179,11090,POWER PLUS EQUIPMENT,IL,61911,oem_franchise_partnered,4764,Kevin
9180,11091,KRUSE ENTERPRISES,IL,62640,oem_franchise_partnered,4764,Kevin
9181,11092,CONINE & SONS SMALL ENGINE REPAIR,IL,62423,oem_franchise_partnered,4764,Kevin
9182,11093,DITTAMORE IMPLEMENT CO,IL,62467,oem_franchise_partnered,4764,Kevin
9183,11094,PERFORMANCE LAWN & POWER,IL,62467,oem_franchise_partnered,4764,Kevin
9184,11095,CLINTON FARM STORE & RADIATOR,IL,61727,oem_franchise_partnered,4764,Kevin
9185,11096,RICHARDSON REPAIR SERVICE,IL,62634,oem_franchise_partnered,4764,Kevin
9186,11097,ELDON'S LAWNMOWER SHOP,IL,62690,oem_franchise_partnered,4764,Kevin
9187,11098,BEARD IMPLEMENT COMPANY,IL,62611,oem_franchise_partnered,4764,Kevin
9188,11099,WEBBER RENTAL & SUPPLY,IL,61401,oem_franchise_partnered,4764,Kevin
9189,11100,AC MC CARTNEY FARM EQUIPMENT CO,IL,61488,oem_franchise_partnered,4764,Kevin
9190,11101,BOLON'S REPAIR,IL,61520,oem_franchise_partnered,4764,Kevin
9191,11102,COLE IMPLEMENT INC,IL,61460,oem_franchise_partnered,4764,Kevin
9192,11103,B & B LAWN EQUIPMENT & CYCLERY,IL,61254,oem_franchise_partnered,4764,Kevin
9193,11104,E J KEHRER FARM SUPPLY INC,IL,62215,oem_franchise_partnered,4764,Kevin
9194,11105,SHADY BROOK LAWN & GARDEN,IL,62278,oem_franchise_partnered,4764,Kevin
